	Unnamed: 0	LM_ID	Common Name	Adduct	Category	Main Class	Sub Class	Exact m/z	Formula	Observed m/z	ppm Error	RT	NET	Intensity	Peak Area	Score	MS/MS Scan	Precursor Scan	Apex Scan	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID	Pearson Corr Score	Pearson Corr M-1 Score	Cosine Score	Cosine M-1 Score	Class
13816	13816	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240059999998	36.05990769	84.31963499999998	0.93601841	27867.24023		-3.3695840410000004	8610	8607	8646	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.660399685	0.0	0.898069221	0.0	0
13817	13817	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240059999998	36.05990769	84.31963499999998	0.93601841	27867.24023		-3.3695840410000004	8610	8607	8646	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.660399685	0.0	0.898069221	0.0	0
13818	13818	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240059999998	36.05990769	84.31963499999998	0.93601841	27867.24023		-9.330454142999999	8610	8607	8646	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.660399685	0.0	0.898069221	0.0	0
13819	13819	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240059999998	36.05990769	84.31963499999998	0.93601841	27867.24023		-9.330454142999999	8610	8607	8646	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.660399685	0.0	0.898069221	0.0	0
13856	13856	XXX_LMGP04010064	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-9.330454142999999	8712	8711	8750	123063889.0	52926329.0	JVFIFHJGDMOOEX-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13857	13857	XXX_LMGP04010855	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-9.330454142999999	8712	8711	8750	123064680.0	52927120.0	JLSXCZLXBSPMOU-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13858	13858	XXX_LMGP04010934	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-4.180617837	8712	8711	8750	123064759.0	52927198.0	RGQUZNYXKALIBB-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13859	13859	XXX_LMGP04010866	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-4.180617837	8712	8711	8750	123064691.0	52927131.0	OLIZXERMUJCOCL-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13860	13860	XXX_LMGP04010100	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-6.127921839	8712	8711	8750	123063925.0	52926365.0	BSNCOASFTOXTOE-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13861	13861	XXX_LMGP04010871	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-6.127921839	8712	8711	8750	123064696.0	52927136.0	DTAKYBBKAGWHOP-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13862	13862	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-9.330454142999999	8712	8711	8750	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13863	13863	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-9.330454142999999	8712	8711	8750	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13864	13864	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-5.9626397970000005	8712	8711	8750	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13865	13865	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3243989	36.61524637	85.451635	0.948584556	31000.05469		-5.9626397970000005	8712	8711	8750	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.740544014	0.0	0.917917735	0.0	0
13902	13902	XXX_LMGP04010064	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		1.105346684	8813	8802	8828	123063889.0	52926329.0	JVFIFHJGDMOOEX-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13903	13903	XXX_LMGP04010855	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		1.105346684	8813	8802	8828	123064680.0	52927120.0	JLSXCZLXBSPMOU-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13904	13904	XXX_LMGP04010934	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		3.824526956	8813	8802	8828	123064759.0	52927198.0	RGQUZNYXKALIBB-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13905	13905	XXX_LMGP04010866	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		3.824526956	8813	8802	8828	123064691.0	52927131.0	OLIZXERMUJCOCL-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13906	13906	XXX_LMGP04010100	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		-5.04083696	8813	8802	8828	123063925.0	52926365.0	BSNCOASFTOXTOE-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13907	13907	XXX_LMGP04010871	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		-5.04083696	8813	8802	8828	123064696.0	52927136.0	DTAKYBBKAGWHOP-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13908	13908	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		-5.04083696	8813	8802	8828	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13909	13909	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		-5.04083696	8813	8802	8828	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13910	13910	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		7.5777427	8813	8802	8828	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13911	13911	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3241049	36.19965512	86.279135	0.957770497	32980.19141		7.5777427	8813	8802	8828	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.774780445	0.0	0.925549396	0.0	0
13948	13948	XXX_LMGP04010064	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		-0.412191361	8917	8906	8932	123063889.0	52926329.0	JVFIFHJGDMOOEX-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13949	13949	XXX_LMGP04010855	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		-0.412191361	8917	8906	8932	123064680.0	52927120.0	JLSXCZLXBSPMOU-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13950	13950	XXX_LMGP04010934	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		0.8263669920000001	8917	8906	8932	123064759.0	52927198.0	RGQUZNYXKALIBB-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13951	13951	XXX_LMGP04010866	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		0.8263669920000001	8917	8906	8932	123064691.0	52927131.0	OLIZXERMUJCOCL-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13952	13952	XXX_LMGP04010100	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		-2.136343145	8917	8906	8932	123063925.0	52926365.0	BSNCOASFTOXTOE-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13953	13953	XXX_LMGP04010871	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		-2.136343145	8917	8906	8932	123064696.0	52927136.0	DTAKYBBKAGWHOP-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13954	13954	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		-1.673022614	8917	8906	8932	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13955	13955	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		-1.673022614	8917	8906	8932	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13956	13956	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		6.358347599	8917	8906	8932	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13957	13957	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3239377	35.96325752	87.40496833	0.970268188	34544.78516		6.358347599	8917	8906	8932	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.742017677	0.0	0.906863903	0.0	0
13994	13994	XXX_LMGP04010064	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-5.505747392000001	9021	9010	9075	123063889.0	52926329.0	JVFIFHJGDMOOEX-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
13995	13995	XXX_LMGP04010855	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-5.505747392000001	9021	9010	9075	123064680.0	52927120.0	JLSXCZLXBSPMOU-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
13996	13996	XXX_LMGP04010934	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-5.9626397970000005	9021	9010	9075	123064759.0	52927198.0	RGQUZNYXKALIBB-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
13997	13997	XXX_LMGP04010866	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-5.9626397970000005	9021	9010	9075	123064691.0	52927131.0	OLIZXERMUJCOCL-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
13998	13998	XXX_LMGP04010100	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-9.330454142999999	9021	9010	9075	123063925.0	52926365.0	BSNCOASFTOXTOE-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
13999	13999	XXX_LMGP04010871	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-9.330454142999999	9021	9010	9075	123064696.0	52927136.0	DTAKYBBKAGWHOP-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
14000	14000	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-4.430913732	9021	9010	9075	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
14001	14001	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-4.430913732	9021	9010	9075	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
14002	14002	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-1.374537445	9021	9010	9075	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
14003	14003	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.323536	35.39537116	88.95530167	0.987478183	37124.42969		-1.374537445	9021	9010	9075	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.610436857	0.0	0.8864189159999999	0.0	0
14040	14040	XXX_LMGP04010064	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-6.088764314	9125	9114	9166	123063889.0	52926329.0	JVFIFHJGDMOOEX-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14041	14041	XXX_LMGP04010855	PG(12:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-6.088764314	9125	9114	9166	123064680.0	52927120.0	JLSXCZLXBSPMOU-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14042	14042	XXX_LMGP04010934	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-6.665782494	9125	9114	9166	123064759.0	52927198.0	RGQUZNYXKALIBB-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14043	14043	XXX_LMGP04010866	PG(13:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-6.665782494	9125	9114	9166	123064691.0	52927131.0	OLIZXERMUJCOCL-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14044	14044	XXX_LMGP04010100	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-6.69685514	9125	9114	9166	123063925.0	52926365.0	BSNCOASFTOXTOE-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14045	14045	XXX_LMGP04010871	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-6.69685514	9125	9114	9166	123064696.0	52927136.0	DTAKYBBKAGWHOP-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14046	14046	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-0.917824428	9125	9114	9166	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14047	14047	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		-0.917824428	9125	9114	9166	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14048	14048	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		0.503446367	9125	9114	9166	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14049	14049	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3240966	36.18795189	89.968135	0.99872148	40926.25781		0.503446367	9125	9114	9166	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.551190817	0.0	0.870700342	0.0	0
14133	14133	XXX_LMGP04010031	PG(8:7/8:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	469.0325	C22H14O10P1	469.0290978	-7.253678231	2.54335	0.028229509	746.6668701		-9.330454142999999	309	300	222	14714403.0	9547125.0	BQEXNLVNNRZNEI-VQTJNVASSA-N			0	9129		1.0	0.0	0.992652528	0.240032912	0
14161	14161	XXX_895	PG(13:8/18:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.1636854	-37.83027345	9.070843333	0.100680384	116214.8672		-6.088764314	771	768	807						0	0		0.99243336	0.0	0.991778318	0.0	0
14162	14162	XXX_990	PG(16:11/15:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.1636854	-37.83027345	9.070843333	0.100680384	116214.8672		-9.330454142999999	771	768	807						0	0		0.99243336	0.0	0.991778318	0.0	0
14180	14180	XXX_895	PG(13:8/18:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.1636950000002	-37.81583905	11.53401667	0.128019985	47111.64453		-3.402228633	1024	1015	1028						0	0		0.997263106	0.0	0.99453322	0.0	0
14181	14181	XXX_990	PG(16:11/15:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.1636950000002	-37.81583905	11.53401667	0.128019985	47111.64453		-9.330454142999999	1024	1015	1028						0	0		0.997263106	0.0	0.99453322	0.0	0
14183	14183	XXX_988	PG(16:11/14:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	655.1733	C36H32O10P1	655.1746624	2.079385074	11.68284333	0.129671863	11378.41113		-9.330454142999999	1063	1054	1041						0	0		1.0	1.0	0.974777971	0.979690793	0
14287	14287	XXX_LMGP04010479	PG(19:7/22:13)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	807.3298	C47H52O10P1	807.3655259999998	44.25004925	18.56134333	0.206018681	406955.1563		0.907134589	1687	1678	1704	123064304.0	52926744.0	QAHNTDWPJYCSSH-KOUNHPINSA-N			0	0		0.962015501	0.0	0.961464182	0.0	0
14288	14288	XXX_LMGP04010833	PG(19:7/22:13)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	807.3298	C47H52O10P1	807.3655259999998	44.25004925	18.56134333	0.206018681	406955.1563		0.907134589	1687	1678	1704	123064658.0	52927098.0	WPAVURSJTUCPEP-FEUXLCLISA-N			0	0		0.962015501	0.0	0.961464182	0.0	0
14314	14314	XXX_LMGP04010861	PG(20:7/22:13)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	821.3455	C48H54O10P1	821.3546101	11.09157252	18.56134333	0.206018681	227044.2031		-4.518187856	1698	1691	1704	123064686.0	52927126.0	OHNXAEIYQKANNT-QPMORLFYSA-N			0	0		0.98279823	0.0	0.990244338	0.0	0
14315	14315	XXX_LMGP04010835	PG(20:7/22:13)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	821.3455	C48H54O10P1	821.3546101	11.09157252	18.56134333	0.206018681	227044.2031		-4.518187856	1698	1691	1704	123064660.0	52927100.0	TYGQMFGVTSKHJR-CVFKOGTRSA-N			0	0		0.98279823	0.0	0.990244338	0.0	0
